Taxi#40056,51.520279,-0.11536,1388466000000
Taxi#40056,51.520204,-0.114298,1388466660000
Taxi#40056,51.520242,-0.11415,1388468460000
Taxi#40056,51.520306,-0.113738,1388470260000
Taxi#40056,51.519912,-0.115201,1388472060000
Taxi#40056,51.519744,-0.114359,1388473860000
Taxi#40056,51.519728,-0.115361,1388475660000
Taxi#40056,51.51985,-0.115349,1388477460000
Taxi#40056,51.520285,-0.114175,1388479260000
Taxi#40056,51.520006,-0.115237,1388481060000
Taxi#40056,51.519783,-0.11449,1388482860000
Taxi#40056,51.519119,-0.11559,1388484660000
Taxi#40056,51.519547,-0.114371,1388486460000
Taxi#40056,51.519305,-0.114053,1388488260000
Taxi#40056,51.520376,-0.1153,1388490060000
Taxi#40056,51.520962,-0.115439,1388491860000
Taxi#40056,51.519876,-0.115709,1388493660000
Taxi#40056,51.519717,-0.115415,1388495460000
Taxi#40056,51.521642,-0.105482,1388497020000
Taxi#40056,51.522977,-0.106836,1388497020000
Taxi#40056,51.522063,-0.106006,1388497020000
Taxi#40056,51.522682,-0.106211,1388497140000
Taxi#40056,51.522286,-0.1059,1388497260000
Taxi#40056,51.522408,-0.107242,1388497260000
Taxi#40056,51.520767,-0.115668,1388498160000
Taxi#40056,51.519465,-0.114041,1388498160000
Taxi#40056,51.522502,-0.106896,1388498460000
Taxi#40056,51.519358,-0.115016,1388499960000
Taxi#40056,51.521822,-0.106953,1388500440000
Taxi#40056,51.522031,-0.105706,1388500560000
Taxi#40056,51.521813,-0.106423,1388500560000
Taxi#40056,51.522885,-0.106822,1388502180000
Taxi#40056,51.522118,-0.105811,1388502180000
Taxi#40056,51.522682,-0.105468,1388502300000
Taxi#40056,51.522819,-0.107318,1388502360000
Taxi#40056,51.523041,-0.106141,1388502420000
Taxi#40056,51.522442,-0.105516,1388502480000
Taxi#40056,51.521715,-0.105516,1388502540000
Taxi#40056,51.521777,-0.106467,1388502540000
Taxi#40056,51.522437,-0.106435,1388502720000
Taxi#40056,51.521793,-0.106067,1388502720000
Taxi#40056,51.522327,-0.106921,1388502780000
Taxi#40056,51.521269,-0.107176,1388502960000
Taxi#40056,51.522927,-0.106699,1388503560000
Taxi#40056,51.519324,-0.115581,1388503740000
Taxi#40056,51.522305,-0.106289,1388503800000
Taxi#40056,51.523012,-0.105668,1388504280000
Taxi#40056,51.521956,-0.106193,1388504280000
